term,definition
시효의 정지,시효의 정지란 시효기간이 거의 완성할 무렵에 권리자가 중단행위를 하는 것이 대단히 곤란한 경우 시효기간의 진행을 일시적으로 멈추게 하고 그러한 사정이 없어졌을 때 다시 나머지 기간을 진행시키는 것을 말합니다
시효의 중단,시효의 중단이란 시효의 기초가 되는 계속된 사실상태와 부딪치는 어떤 사실권리자가 권리를 행사하거나 의무자가 의무를 승인하는 것이 생긴 경우에 시효기간의 진행을 중단시키는 것을 말합니다 시효의 중단이 있으면 이미 진행한 시효기간은 전혀 효력을 잃고 그 후부터 새로 시효기간을 계산합니다
신의성실의 원칙신의칙,신의성실의 원칙이란 권리의 행사나 의무의 이행은 신의에 좇아 성실히 하여야 한다는 근대 민법의 수정원리로서 공공복리 거래안전 권리남용의 금지와 함께 우리 민법의 기본원리를 이루고 있습니다
쌍무계약,쌍무계약이란 계약당사자가 서로 대가적 의미를 가지는 급부를 하는 계약을 말합니다 예를 들면 매매계약에 있어서는 매도인이 상대방에게 상품을 급부할 의무를 부담하고 매수인이 상대방에게 대금을 급부할 의무를 부담합니다 여기서 개의 급부는 서로 대가관계에 있습니다 동시이행항변권과 위험부담 등의 문제는 쌍무계약에서 발생합니다
악의,악의란 일정한 사실을 알고 있는 것을 의미합니다 여기서 일정한 사실이란 자신의 법률행위의 원인이 되는 내면적 사실관계를 말합니다
연대보증,연대보증은 보증인이 주채무자와 연대하여 함께 채무를 부담하는 보증입니다 가장 일반적인 보증이며 주채무가 성립되지 않으면 연대보증도 성립되지 않습니다
원물과 과실,원물은 과실을 나게 하는 물건입니다 밭과 논에서 나는 곡식 과일 가축에게 얻는 우유 계란과 같이 물건의 사용에 따른 산출물이 천연과실이고 임대료 이자와 같이 물건의 사용대가에 따른 금전 기타의 물건이 법정과실 입니다
유인행위,유인행위란 원인이 되는 법률행위와 분리하여 효력이 생기지 않는 법률행위입니다 원칙적으로 일반적인 법률행위는 유인행위입니다
의사능력,의사능력이란 본인의 행위의 의미나 결과를 정상적인 인식력과 예기력으로 판단하여 의사결정을 할 수 있는 능력입니다 술이나 약물에 취한 자 정신질환자 유아 등은 의사능력이 없으므로 이들의 법률행위는 무효입니다
의제,진실에 반하는 사실이더라도 법원의 재판외에는 효과가 번복되지 않는 것을 의제 혹은 간주라고 합니다
이의,이의란 재판에 대한 불복신청 중 하나로 동일심급에의 불복신청을 의미합니다
이행,이행이란 채권의 목적인 의무자의 행위를 말합니다
인도,인도란 어떠한 물건을 타인이 점유하도록 이전하는 행위를 의미합니다
자구행위,자구행위란 권리를 침해당한 자가 후에 국가권력의 보호를 받는 것이 불가능하거나 심히 곤란하게 될 긴급한 사정이 있는 경우 침해당한 권리를 회복하거나 보존하기 위하여 직접 자력을 행사하여 권리를 구제하는 행위 입니다
작위,작위는 알고 있을 뿐만 아니라 일정한 행위가 수반되는 경우입니다
재단법인,재단법인이란 일정한 목적으로 출연한 재산에 법인격을 인정받은 단체를 의미합니다 재단법인은 비영리 목적으로 재산을 출연하고 정관을 작성하여 주무관청의 허가를 받아 설립할 수 있습니다
재판,재판은 넓은 의미로는 재판기관의 판단을 의미하고 일반적으로는 사법권이 속하는 법원의 판단이나 의사표시를 의미합니다
제자,제자란 어떤 법률관계에 직접 참여하는 당사자 외의 사람을 지칭합니다
제채무자,제채무자란 채권자 와 채무자 에 대해 채무자 에게 채무를 지고 있는 제자입니다
제한무능력자의 상대방 보호,제한능력자는 법률행위를 취소할 수 있기 때문에 그 상대방은 불안정합니다 이를 해결하기 위해 최고권 철회권 거절권 취소권의 배제로 제한능력자의 상대방을 보호하고 있습니다
제한능력자무능력자,제한능력자란 법률상 어떠한 행위의 당사자가 될 자격이 없는 사람입니다 민법이 규정하는 제한능력자에는 미성년자피성년후견인피한정후견인피특정후견인피임의후견인이 있습니다
주거,주거는 사람이 생활에 쓰고 있는 주소 또는 거소를 의미합니다
주민,주민이란 지방자치단체의 구역 내에 주소를 가진 사람입니다
주소,주소는 실질적으로 생활의 근거가 되는 장소를 의미합니다
중과실,중과실이란 조금만 주의했다면 충분히 피해 발생을 막을 수 있었음에도 그 주의를 태만히한 경우의 과실입니다 이 경우 보통의 과실인 경과실에 비하여 형이 무겁습니다
지연배상,지연배상이란 이행해야 할 채무를 제때에 이행하지 않고 지체하여 발생한 손해를 배상하는 것입니다
집행관,집행관이란 강제집행을 실시하는 사람을 지칭합니다
집행문부여에 대한 이의신청,집행문부여에 대한 이의신청이란 채무자가 집행문부여요건의 흠결을 이유로 이의신청하는 것을 의미합니다
집행법원,집행법원이란 강제집행의 실시 집달관의 집행에 대한 협력 감독 등의 권한을 가진 법원입니다
집행에 관한 이의,집행에 관한 이의란 강제집행의 방법이나 집행관이 준수해야 할 집행절차에 관하여 집행당사자가 집행법원에 제기하는 이의를 의미합니다
집행의 취소,집행의 취소란 이미 이행된 집행절차의 일부 또는 전부에 대한 집행처분을 종국적으로 배제하는 것을 의미합니다
채권적 효력,채권적 효력이란 채권의 변동으로 생기는 법률효과를 당사자 사이에서만 주장할 수 있는 효력입니다
채권행위,채권행위란 계약 당사자 사이에서 채권채무의 관계를 발생시키는 것을 내용으로 하는 법률행위를 말합니다
책임있는 채무,책임있는 채무란 채무자가 임의로 채무를 불이행할 경우에 채권자가 판결로써 그 채무의 이행을 강제할 수 있는 채무를 말합니다
철회,철회는 아직 법률효과가 발생하지 않은 의사표시를 장래를 향하여 소멸시키는 것을 의미합니다
청구의 변경,청구의 변경이란 소송 계속 중에 원고가 심판의 대상이 되는 권리 주장을 변경하는 것을 말합니다 여기에는 기존의 청구를 철회하고 새로운 청구를 하는 교환적 변경과 기존의 청구를 유지하면서 새로운 청구를 추가하는 추가적 변경이 있습니다
추인,추인이란 불완전한 법률행위를 사후에 보충의 의사표시를 하여 완전한 법률행위로 만드는 일방적인 의사표시를 말합니다
취소,취소는 일정한 취소원인이 있다면 유효하게 성립한 법률행위의 효력을 후에 행위시로 소급하여 소멸시키는 특정인의 의사표시를 의미합니다
특별대리인,특별대리인이란 특정 사안의 당사자 사이에 서로 이해관계가 충돌하는 경우 이해관계인의 청구에 따라 법원에 의해 선임되는 자를 말합니다
판결,판결이란 법원이 원칙적으로 구술변론을 거쳐서 행하는 재판을 의미하며 선고로 효력이 생기게 됩니다
편면적 강행규정,편면적 강행규정이란 법을 위반하여 강자에게 불리하도록 체결된 약정은 유효로 법을 위반하여 약자에게 불리하도록 체결된 약정은 무효로 하는 규정을 의미합니다 계약 당사자들이 실질적으로 평등한 지위를 가지지 않는 경우 일방을 보호하기 위하여 계약자유의 원칙을 수정하는 제도입니다
표현대리,표현대리란 대리권이 있다고 믿고 무권대리인과 거래를 한 상대방의 보호를 위하여 특별히 대리권이 있는 행위로 보아서 본인에게 효과를 귀속시키는 것을 의미합니다
피성년후견인금치산자,피성년후견인이란 질병 장애 노령 그 밖의 사유로 인한 정신적 제약으로 사무를 처리할 능력이 지속적으로 결여되어 가정법원으로부터 성년후견개시의 심판을 받은 자를 의미합니다
피특정후견인,피특정후견인은 정신적인 문제로 인한 일시적인 후원이나 특정 사무에 관한 후원이 필요한 사람입니다
피한정후견인한정치산자,피한정후견인이란 질병 장애 노령 그 밖의 사유로 인한 정신적 제약으로 사무를 처리할 능력이 부족하여 가정법원으로부터 한정후견개시의 심판을 받은 자를 의미합니다
필수적 공동소송,필수적 공동소송이란 소송의 목적이 되는 권리 또는 법률관계에 대하여 이와 관련있는 당사자 전원에 대하여 법률상 합일확정이 되어야 할 공동소송을 의미하며 고유필수적 공동소송과 유사필수적 공동소송으로 나뉩니다
한정치산자,한정치산자란 심신이 박약하거나 재산의 낭비로 가족들의 생활을 궁박하게 할 염려가 있는 자로서 법원이 한정치산을 선고한 자입니다 년 월 일에 폐지되었으며 현재는 피한정후견인제도가 신설되었습니다
항변권,항변권이란 한쪽의 청구권 행사에 대해 항변하여 그 주장을 저지할 수 있는 권리입니다
해제,해제란 일단 유효하게 성립한 계약을 과거를 향하여 소급하여 소멸시키는 일방적인 의사표시입니다
